0	1
8379	OMIM:611868
7480	OMIM:601665
3295	OMIM:184850
7422	OMIM:189800
3630	OMIM:613370
9378	OMIM:614325
2706	OMIM:148210
80185	OMIM:611107
718	OMIM:600807
948	OMIM:608404
55325	OMIM:617974
7490	OMIM:194080
7428	OMIM:263400
5162	OMIM:608782
9570	OMIM:611726
2200	OMIM:608328
136371	OMIM:608696
84733	OMIM:400044
84570	OMIM:616219
1134	OMIM:178110
3119	OMIM:609753
64170	OMIM:615527
3178	OMIM:615426
3040	OMIM:140700
84705	OMIM:614924
2898	OMIM:615637
3569	OMIM:604302
6559	OMIM:263800
4437	OMIM:608089
3350	OMIM:193000
410	OMIM:250100
4909	OMIM:613100
23189	OMIM:612900
7102	OMIM:300558
4893	OMIM:614470
6495	OMIM:608389
4477	OMIM:176807
5054	OMIM:109800
207	OMIM:167000
9401	OMIM:268400
4089	OMIM:174900
23299	OMIM:615290
5063	OMIM:300844
6651	OMIM:617641
4893	OMIM:162900
5971	OMIM:114480
57502	OMIM:615032
3356	OMIM:228100
771	OMIM:143860
5879	OMIM:211980
254065	OMIM:300271
201973	OMIM:608908
11200	OMIM:176807
3596	OMIM:606963
144165	OMIM:614018
6041	OMIM:611868
1376	OMIM:608836
7840	OMIM:203800
6786	OMIM:612783
1559	OMIM:125853
7080	OMIM:118700
3617	OMIM:153700
23765	OMIM:614162
5447	OMIM:201750
8239	OMIM:300498
7403	OMIM:114500
3123	OMIM:160750
256297	OMIM:615935
1548	OMIM:614210
3119	OMIM:188030
4010	OMIM:161200
6647	OMIM:608557
2528	OMIM:613852
23095	OMIM:114550
5277	OMIM:300868
5078	OMIM:125853
6499	OMIM:614602
3417	OMIM:613030
7078	OMIM:136900
7012	OMIM:127550
1493	OMIM:242850
11133	OMIM:614333
91574	OMIM:614096
4552	OMIM:247640
7291	OMIM:182212
356	OMIM:612571
4089	OMIM:175050
23325	OMIM:615599
7545	OMIM:616602
80326	OMIM:313500
57122	OMIM:618078
1776	OMIM:610066
10667	OMIM:610678
51604	OMIM:300818
123263	OMIM:614946
285195	OMIM:610908
133686	OMIM:616034
118856	OMIM:306955
773	OMIM:617106
6925	OMIM:615523
7157	OMIM:605462
546	OMIM:309580
3559	OMIM:601942
84733	OMIM:613762
5444	OMIM:137750
1836	OMIM:600972
6999	OMIM:600627
91574	OMIM:614946
79068	OMIM:601665
6324	OMIM:612838
58	OMIM:255310
1278	OMIM:225320
79633	OMIM:615546
6915	OMIM:614009
2335	OMIM:167030
3097	OMIM:616977
6331	OMIM:615377
10481	OMIM:300147
80055	OMIM:615599
79147	OMIM:607155
3356	OMIM:606788
6223	OMIM:613308
5189	OMIM:234580
6548	OMIM:616291
10058	OMIM:127500
55691	OMIM:616819
57526	OMIM:300088
51081	OMIM:617872
10667	OMIM:616045
2784	OMIM:610948
5340	OMIM:619360
4001	OMIM:619179
6201	OMIM:615909
4337	OMIM:252150
340533	OMIM:300210
7372	OMIM:258900
8085	OMIM:300867
3663	OMIM:614420
267012	OMIM:181500
472	OMIM:114480
5727	OMIM:613058
6785	OMIM:133190
3117	OMIM:104000
10019	OMIM:222100
11200	OMIM:610321
477	OMIM:619602
1188	OMIM:263800
1378	OMIM:607486
26278	OMIM:270550
3717	OMIM:187950
2072	OMIM:278760
8029	OMIM:300464
94	OMIM:187300
2289	OMIM:608520
537	OMIM:300972
254065	OMIM:300577
89884	OMIM:262600
6473	OMIM:127300
3569	OMIM:601626
50846	OMIM:154230
3162	OMIM:606963
84705	OMIM:614947
6657	OMIM:114480
4878	OMIM:608988
5160	OMIM:245348
3350	OMIM:167870
9131	OMIM:616239
7535	OMIM:269840
126792	OMIM:271640
121278	OMIM:608906
939	OMIM:615122
7381	OMIM:615158
8239	OMIM:300047
168667	OMIM:608022
22941	OMIM:610676
1741	OMIM:300355
113457	OMIM:617928
11133	OMIM:611093
6204	OMIM:612562
84197	OMIM:613156
51594	OMIM:614800
1109	OMIM:616067
2532	OMIM:611862
23312	OMIM:618663
7517	OMIM:613099
339829	OMIM:613807
54829	OMIM:165720
2222	OMIM:618156
10804	OMIM:148210
4049	OMIM:610988
7137	OMIM:612422
2492	OMIM:233300
4038	OMIM:614305
51085	OMIM:194050
9719	OMIM:231050
4952	OMIM:300009
3766	OMIM:600791
3908	OMIM:618138
10558	OMIM:620285
291	OMIM:609283
51082	OMIM:613717
1634	OMIM:610048
3569	OMIM:108010
8029	OMIM:261100
846	OMIM:239200
4595	OMIM:137215
3043	OMIM:187550
284252	OMIM:181270
123624	OMIM:615523
5979	OMIM:606874
1977	OMIM:615032
4626	OMIM:615065
4990	OMIM:212550
7096	OMIM:609888
5626	OMIM:221750
91754	OMIM:617022
51095	OMIM:616084
9829	OMIM:615528
51134	OMIM:615862
10102	OMIM:614946
9657	OMIM:606995
1825	OMIM:613102
5130	OMIM:620680
200576	OMIM:121850
6010	OMIM:613731
5063	OMIM:300802
410	OMIM:249900
93589	OMIM:613093
7172	OMIM:247640
116442	OMIM:300577
6927	OMIM:300464
282617	OMIM:188000
4621	OMIM:108200
54658	OMIM:167000
1889	OMIM:300464
4629	OMIM:607086
7450	OMIM:193400
5444	OMIM:605027
55151	OMIM:615066
5277	OMIM:301072
1630	OMIM:612231
6583	OMIM:180300
4524	OMIM:300854
6327	OMIM:608988
11133	OMIM:614020
54820	OMIM:300215
2566	OMIM:611277
6714	OMIM:612232
124454	OMIM:614702
117581	OMIM:209885
5339	OMIM:226670
659	OMIM:178600
973	OMIM:615214
2162	OMIM:614486
84818	OMIM:614162
114625	OMIM:111750
126792	OMIM:615349
412	OMIM:308100
6448	OMIM:252900
1524	OMIM:613784
4049	OMIM:222100
3569	OMIM:125853
2303	OMIM:125853
7067	OMIM:300854
8842	OMIM:603786
3162	OMIM:306700
1234	OMIM:600807
54187	OMIM:610442
81031	OMIM:208050
6340	OMIM:618114
55717	OMIM:614858
1277	OMIM:619115
7015	OMIM:109800
23193	OMIM:600666
60675	OMIM:610628
6229	OMIM:613308
3119	OMIM:270150
6326	OMIM:612627
6774	OMIM:615952
91574	OMIM:610505
3593	OMIM:614890
89781	OMIM:614073
10878	OMIM:612924
3767	OMIM:610582
54880	OMIM:613659
64581	OMIM:607644
975	OMIM:615577
2212	OMIM:306700
55806	OMIM:146550
254065	OMIM:300047
7401	OMIM:268000
4901	OMIM:613750
846	OMIM:612899
64241	OMIM:611465
9524	OMIM:615637
3064	OMIM:617435
4261	OMIM:209920
2729	OMIM:608557
5328	OMIM:608557
11132	OMIM:125853
1776	OMIM:609903
23554	OMIM:605750
3117	OMIM:612009
3481	OMIM:130650
57165	OMIM:608804
348980	OMIM:615871
23301	OMIM:609558
8379	OMIM:611955
2153	OMIM:188055
6041	OMIM:611959
2312	OMIM:605803
23495	OMIM:607594
203068	OMIM:156610
6772	OMIM:212050
26610	OMIM:617141
4625	OMIM:181430
6531	OMIM:613135
5063	OMIM:309530
11141	OMIM:300210
2316	OMIM:300422
23328	OMIM:615402
3383	OMIM:210500
7157	OMIM:202300
9524	OMIM:611107
8869	OMIM:609056
87178	OMIM:610505
2902	OMIM:619814
212	OMIM:300752
6324	OMIM:607554
10060	OMIM:608988
91624	OMIM:613876
6638	OMIM:300496
6134	OMIM:610676
57038	OMIM:611523
4552	OMIM:614286
9672	OMIM:601665
1380	OMIM:605218
8322	OMIM:601813
3913	OMIM:137760
7443	OMIM:607596
3123	OMIM:118700
8490	OMIM:611014
57679	OMIM:205100
80271	OMIM:114500
5191	OMIM:614879
1586	OMIM:202110
7991	OMIM:611095
6794	OMIM:175200
8915	OMIM:137245
51085	OMIM:608557
672	OMIM:167000
51473	OMIM:617394
124997	OMIM:224050
64324	OMIM:614753
11186	OMIM:114480
285489	OMIM:618389
1482	OMIM:225250
10558	OMIM:162400
288	OMIM:181500
220136	OMIM:606325
4179	OMIM:235400
283375	OMIM:615946
1588	OMIM:608089
27185	OMIM:604906
339453	OMIM:607454
338	OMIM:144010
63895	OMIM:108145
54413	OMIM:607373
3912	OMIM:300067
3077	OMIM:125853
3800	OMIM:615282
3868	OMIM:613000
182	OMIM:612594
9215	OMIM:236670
55863	OMIM:252010
7084	OMIM:617069
811	OMIM:601977
2064	OMIM:607248
23022	OMIM:613347
6154	OMIM:105650
23534	OMIM:608423
4205	OMIM:612030
1535	OMIM:606963
11041	OMIM:615287
27184	OMIM:181500
55906	OMIM:314580
4153	OMIM:103920
4771	OMIM:114500
4340	OMIM:161400
2159	OMIM:227600
63901	OMIM:127000
26047	OMIM:613410
83552	OMIM:611897
1294	OMIM:132000
149233	OMIM:181750
6777	OMIM:245590
26047	OMIM:300495
1277	OMIM:259420
1244	OMIM:247640
6204	OMIM:610629
23384	OMIM:300000
10370	OMIM:614429
6872	OMIM:314250
1493	OMIM:609753
154	OMIM:219700
3482	OMIM:194070
26092	OMIM:617072
6197	OMIM:300716
51506	OMIM:618076
4541	OMIM:540000
2146	OMIM:114500
254065	OMIM:300852
10516	OMIM:608895
24137	OMIM:300428
324	OMIM:612590
2563	OMIM:613060
1557	OMIM:610247
6714	OMIM:188000
4843	OMIM:609148
183	OMIM:267430
11222	OMIM:615917
5519	OMIM:612593
6201	OMIM:105650
2033	OMIM:612230
7102	OMIM:300518
54413	OMIM:300425
11200	OMIM:608656
488	OMIM:101900
55714	OMIM:615145
1075	OMIM:170650
51339	OMIM:107480
8737	OMIM:618852
1730	OMIM:615724
3508	OMIM:616155
51021	OMIM:614702
324	OMIM:114500
64170	OMIM:212050
6575	OMIM:114100
54888	OMIM:611090
710	OMIM:601367
5444	OMIM:608557
1154	OMIM:611162
2316	OMIM:300049
3852	OMIM:619599
28234	OMIM:237450
7369	OMIM:609886
6638	OMIM:176270
7422	OMIM:611775
25836	OMIM:122470
3767	OMIM:606176
54888	OMIM:615637
9997	OMIM:615420
57211	OMIM:616503
1316	OMIM:610321
5424	OMIM:615083
843	OMIM:137215
3117	OMIM:109100
831	OMIM:270150
8997	OMIM:610947
71	OMIM:243310
718	OMIM:611378
3918	OMIM:182280
4878	OMIM:608583
7100	OMIM:612253
7454	OMIM:300367
2100	OMIM:275000
2982	OMIM:608796
4157	OMIM:612263
538	OMIM:300489
284217	OMIM:615960
7097	OMIM:246300
4149	OMIM:171300
7169	OMIM:609285
6439	OMIM:267450
10021	OMIM:163800
6556	OMIM:607948
2201	OMIM:121070
442862	OMIM:415000
5568	OMIM:616176
115650	OMIM:614699
3356	OMIM:608516
4318	OMIM:608557
81693	OMIM:618882
324	OMIM:300854
2697	OMIM:164200
3845	OMIM:612571
2214	OMIM:109650
4882	OMIM:602875
112476	OMIM:602066
4638	OMIM:132900
4487	OMIM:602639
4668	OMIM:609241
4488	OMIM:168550
208	OMIM:176807
3123	OMIM:269200
477	OMIM:104290
7284	OMIM:614702
23414	OMIM:400044
4361	OMIM:109800
3123	OMIM:275000
1836	OMIM:256050
1308	OMIM:619787
7148	OMIM:610878
155	OMIM:601665
2688	OMIM:173100
9639	OMIM:608236
7124	OMIM:300125
4843	OMIM:145500
3659	OMIM:612571
23414	OMIM:614279
3098	OMIM:206300
5740	OMIM:145500
24140	OMIM:300433
55975	OMIM:617055
3117	OMIM:612006
5792	OMIM:616001
7552	OMIM:300852
4524	OMIM:182280
6235	OMIM:613309
6391	OMIM:115310
170302	OMIM:614019
7136	OMIM:108120
22852	OMIM:300367
57165	OMIM:613480
1299	OMIM:620022
64094	OMIM:125400
3117	OMIM:607202
121278	OMIM:613003
116519	OMIM:144650
11141	OMIM:300428
